text,labels
remove shopping list. my day was extremely hard. dorothy needs to talk to me about our divorce can you please set up a meeting as soon as i am available,"['lists_remove', 'general_quirky', 'calendar_set']"
what's the next event at the library. tomorrow's temperature is to be hot yes or no. play pandora nineties dance party. what is my next reminder,"['recommendation_events', 'weather_query', 'play_music', 'calendar_query']"
can you please download my podcast file available in internet and play it once. can you create a sugar free diet for me and create a shopping list for the ingredients. quiet mode on until i am home from work,"['play_podcasts', 'general_quirky', 'audio_volume_mute']"
set an alert for two p. m.. i need some details about bruce lee please assist,"['alarm_set', 'qa_factoid']"
what ingredient can be used instead of saffron,['cooking_recipe']
please let me know the dog shows events going on in my home town. cancel next meeting,"['recommendation_events', 'calendar_remove']"
show me the events in my work calendar for next week. tweet a message to suqcom that i am still waiting for my delivery,"['calendar_set', 'social_post']"
check mail for anything from shelly. is it cold outside. please remind me about this tomorrow. birthday,"['email_query', 'weather_query', 'calendar_set', 'calendar_set']"
turn off kitchen light. info of the upcoming events,"['iot_hue_lightoff', 'recommendation_events']"
is it raining tonight. tweet to apple about non receipt of iphone i sent for repairs last week,"['weather_query', 'social_post']"
what is the yen worth. alexa remove dinner with mike from my calendar. set a reminder for my daughters birthday. do i have any unread emails,"['qa_currency', 'calendar_remove', 'calendar_set', 'email_query']"
tell me when i should leave for a scheduled event so that i am on time. current time in cpt,"['calendar_set', 'datetime_query']"
explain how is u. s. a. better than other countries,['general_quirky']
remove meeting reminder for tuesday,['calendar_remove']
i want to thank everyone for the birthday wishes,['social_post']
please send an email to uncle john with the following yes i can make it. what day is halloween this year,"['email_sendemail', 'datetime_query']"
post this to my facebook l. o. l.,['social_post']
tell me the temperature. train times from near me to location. i like the songs of yeshudas please play it,"['weather_query', 'transport_query', 'music_likeness']"
set alarm at six thirty am,['alarm_set']
i want some jazz music to play. for every odd numbered sunday set a reminder for,"['play_music', 'calendar_set']"
what is the funniest joke ever. alexa i've got dollars for the month how much can i spend every day this month. what is the definition of forensic. create a meeting event in my calendar,"['general_joke', 'qa_maths', 'qa_definition', 'calendar_set']"
i would like my robot to feed and pet my dog when i'm not home,['general_quirky']
what are the events next week. do add this on my calendar,"['calendar_query', 'calendar_set']"
play country radio. please describe that object for me,"['play_radio', 'qa_definition']"
alexa remove dinner with mike from my calendar. write a reply to my mother's email,"['calendar_remove', 'email_sendemail']"
email donna plans for today. is it ten. please send a mail to my friend divya how are you,"['email_sendemail', 'datetime_query', 'email_sendemail']"
what is the news today. what's for today. who is the singer of hotel california,"['news_query', 'calendar_query', 'music_query']"
news of the train wreck. describe item xy. play and shuffle all slow music songs,"['news_query', 'qa_definition', 'play_music']"
please check all new email of income tax department. during the timeframe of february one and march sixteen what meetings occurred,"['email_query', 'calendar_query']"
do you have any suggestion action movies,['recommendation_movies']
